城市代码	城市	上级代码	简称	级别	区电话	邮编	拼音
532925	弥渡县	532900	弥渡	3	0872	675600	Midu	
532926	南涧彝族自治县	532900	南涧	3	0872	675700	Nanjian	
532927	巍山彝族回族自治县	532900	巍山	3	0872	672400	Weishan	
532928	永平县	532900	永平	3	0872	672600	Yongping	
532929	云龙县	532900	云龙	3	0872	672700	Yunlong	
532930	洱源县	532900	洱源	3	0872	671200	Eryuan	
532931	剑川县	532900	剑川	3	0872	671300	Jianchuan	
532932	鹤庆县	532900	鹤庆	3	0872	671500	Heqing	
533100	德宏傣族景颇族自治州	530000	德宏	2	0692	678400	Dehong	
533102	瑞丽市	533100	瑞丽	3	0692	678600	Ruili	
533103	芒市	533100	芒市	3	0692	678400	Mangshi	
533122	梁河县	533100	梁河	3	0692	679200	Lianghe	
533123	盈江县	533100	盈江	3	0692	679300	Yingjiang	
533124	陇川县	533100	陇川	3	0692	678700	Longchuan	
533300	怒江傈僳族自治州	530000	怒江	2	0886	673100	Nujiang	
533321	泸水县	533300	泸水	3	0886	673100	Lushui	
533323	福贡县	533300	福贡	3	0886	673400	Fugong	
533324	贡山独龙族怒族自治县	533300	贡山	3	0886	673500	Gongshan	
533325	兰坪白族普米族自治县	533300	兰坪	3	0886	671400	Lanping	
533400	迪庆藏族自治州	530000	迪庆	2	0887	674400	Deqen	
533421	香格里拉市	533400	香格里拉	3	0887	674400	Xianggelila	
533422	德钦县	533400	德钦	3	0887	674500	Deqin	
533423	维西傈僳族自治县	533400	维西	3	0887	674600	Weixi	
540000	西藏自治区	100000	西藏	1		Tibet	
540100	拉萨市	540000	拉萨	2	0891	850000	Lhasa	
540102	城关区	540100	城关	3	0891	850000	Chengguan	
540121	林周县	540100	林周	3	0891	851600	Linzhou	
540122	当雄县	540100	当雄	3	0891	851500	Dangxiong	
540123	尼木县	540100	尼木	3	0891	851300	Nimu	
540124	曲水县	540100	曲水	3	0891	850600	Qushui	
540125	堆龙德庆县	540100	堆龙德庆	3	0891	851400	Duilongdeqing	
540126	达孜县	540100	达孜	3	0891	850100	Dazi	
540127	墨竹工卡县	540100	墨竹工卡	3	0891	850200	Mozhugongka	
540200	日喀则市	540000	日喀则	2	0892	857000	Rikaze	
540202	桑珠孜区	540200	桑珠孜	3	0892	857000	Sangzhuzi	
540221	南木林县	540200	南木林	3	0892	857100	Nanmulin	
540222	江孜县	540200	江孜	3	0892	857400	Jiangzi	
540223	定日县	540200	定日	3	0892	858200	Dingri	
540224	萨迦县	540200	萨迦	3	0892	857800	Sajia	
540225	拉孜县	540200	拉孜	3	0892	858100	Lazi	
540226	昂仁县	540200	昂仁	3	0892	858500	Angren	
540227	谢通门县	540200	谢通门	3	0892	858900	Xietongmen	
540228	白朗县	540200	白朗	3	0892	857300	Bailang	
540229	仁布县	540200	仁布	3	0892	857200	Renbu	
540230	康马县	540200	康马	3	0892	857500	Kangma	
540231	定结县	540200	定结	3	0892	857900	Dingjie	
540232	仲巴县	540200	仲巴	3	0892	858800	Zhongba	
540233	亚东县	540200	亚东	3	0892	857600	Yadong	
540234	吉隆县	540200	吉隆	3	0892	858700	Jilong	
540235	聂拉木县	540200	聂拉木	3	0892	858300	Nielamu	
540236	萨嘎县	540200	萨嘎	3	0892	857800	Saga	
540237	岗巴县	540200	岗巴	3	0892	857700	Gangba	
540300	昌都市	540000	昌都	2	0895	854000	Qamdo	
540302	卡若区	540300	昌都	3	0895	854000	Karuo	
540321	江达县	540300	江达	3	0895	854100	Jiangda	
540322	贡觉县	540300	贡觉	3	0895	854200	Gongjue	
540323	类乌齐县	540300	类乌齐	3	0895	855600	Leiwuqi	
540324	丁青县	540300	丁青	3	0895	855700	Dingqing	
540325	察雅县	540300	察雅	3	0895	854300	Chaya	
540326	八宿县	540300	八宿	3	0895	854600	Basu	
540327	左贡县	540300	左贡	3	0895	854400	Zuogong	
540328	芒康县	540300	芒康	3	0895	854500	Mangkang	
540329	洛隆县	540300	洛隆	3	0895	855400	Luolong	
540330	边坝县	540300	边坝	3	0895	855500	Bianba	
542200	山南地区	540000	山南	2	0893	856000	Shannan	
542221	乃东县	542200	乃东	3	0893	856100	Naidong	
542222	扎囊县	542200	扎囊	3	0893	850800	Zhanang	
542223	贡嘎县	542200	贡嘎	3	0893	850700	Gongga	
542224	桑日县	542200	桑日	3	0893	856200	Sangri	
542225	琼结县	542200	琼结	3	0893	856800	Qiongjie	
542226	曲松县	542200	曲松	3	0893	856300	Qusong	
542227	措美县	542200	措美	3	0893	856900	Cuomei	
542228	洛扎县	542200	洛扎	3	0893	856600	Luozha	
542229	加查县	542200	加查	3	0893	856400	Jiacha	
542231	隆子县	542200	隆子	3	0893	856600	Longzi	
542232	错那县	542200	错那	3	0893	856700	Cuona	
542233	浪卡子县	542200	浪卡子	3	0893	851100	Langkazi	
542400	那曲地区	540000	那曲	2	0896	852000	Nagqu	
542421	那曲县	542400	那曲	3	0896	852000	Naqu	
542422	嘉黎县	542400	嘉黎	3	0896	852400	Jiali	
542423	比如县	542400	比如	3	0896	852300	Biru	
542424	聂荣县	542400	聂荣	3	0896	853500	Nierong	
542425	安多县	542400	安多	3	0896	853400	Anduo	
542426	申扎县	542400	申扎	3	0896	853100	Shenzha	
542427	索县	542400	索县	3	0896	852200	Suoxian	
542428	班戈县	542400	班戈	3	0896	852500	Bange	
542429	巴青县	542400	巴青	3	0896	852100	Baqing	
542430	尼玛县	542400	尼玛	3	0896	852600	Nima	
542431	双湖县	542400	双湖	3	0896	852600	Shuanghu	
542500	阿里地区	540000	阿里	2	0897	859000	Ngari	
542521	普兰县	542500	普兰	3	0897	859500	Pulan	
542522	札达县	542500	札达	3	0897	859600	Zhada	
542523	噶尔县	542500	噶尔	3	0897	859400	Gaer	
542524	日土县	542500	日土	3	0897	859700	Ritu	
542525	革吉县	542500	革吉	3	0897	859100	Geji	
542526	改则县	542500	改则	3	0897	859200	Gaize	
542527	措勤县	542500	措勤	3	0897	859300	Cuoqin	
542600	林芝地区	540000	林芝	2	0894	850400	Nyingchi	
542621	林芝县	542600	林芝	3	0894	850400	Linzhi	
542622	工布江达县	542600	工布江达	3	0894	850300	Gongbujiangda	
542623	米林县	542600	米林	3	0894	850500	Milin	
542624	墨脱县	542600	墨脱	3	0894	855300	Motuo	
542625	波密县	542600	波密	3	0894	855200	Bomi	
542626	察隅县	542600	察隅	3	0894	855100	Chayu	
542627	朗县	542600	朗县	3	0894	856500	Langxian	
610000	陕西省	100000	陕西	1		Shaanxi	
610100	西安市	610000	西安	2	029	710003	Xi'an	
610102	新城区	610100	新城	3	029	710004	Xincheng	
610103	碑林区	610100	碑林	3	029	710001	Beilin	
610104	莲湖区	610100	莲湖	3	029	710003	Lianhu	
610111	灞桥区	610100	灞桥	3	029	710038	Baqiao	
610112	未央区	610100	未央	3	029	710014	Weiyang	
610113	雁塔区	610100	雁塔	3	029	710061	Yanta	
610114	阎良区	610100	阎良	3	029	710087	Yanliang	
610115	临潼区	610100	临潼	3	029	710600	Lintong	
610116	长安区	610100	长安	3	029	710100	Chang'an	
610122	蓝田县	610100	蓝田	3	029	710500	Lantian	
610124	周至县	610100	周至	3	029	710400	Zhouzhi	
610125	户县	610100	户县	3	029	710300	Huxian	
610126	高陵区	610100	高陵	3	029	710200	Gaoling	
610200	铜川市	610000	铜川	2	0919	727100	Tongchuan	
610202	王益区	610200	王益	3	0919	727000	Wangyi	
610203	印台区	610200	印台	3	0919	727007	Yintai	
610204	耀州区	610200	耀州	3	0919	727100	Yaozhou	
610222	宜君县	610200	宜君	3	0919	727200	Yijun	
610300	宝鸡市	610000	宝鸡	2	0917	721000	Baoji	
610302	渭滨区	610300	渭滨	3	0917	721000	Weibin	
610303	金台区	610300	金台	3	0917	721000	Jintai	
610304	陈仓区	610300	陈仓	3	0917	721300	Chencang	
610322	凤翔县	610300	凤翔	3	0917	721400	Fengxiang	
610323	岐山县	610300	岐山	3	0917	722400	Qishan	
610324	扶风县	610300	扶风	3	0917	722200	Fufeng	
610326	眉县	610300	眉县	3	0917	722300	Meixian	
610327	陇县	610300	陇县	3	0917	721200	Longxian	
610328	千阳县	610300	千阳	3	0917	721100	Qianyang	
610329	麟游县	610300	麟游	3	0917	721500	Linyou	
610330	凤县	610300	凤县	3	0917	721700	Fengxian	
610331	太白县	610300	太白	3	0917	721600	Taibai	
610400	咸阳市	610000	咸阳	2	029	712000	Xianyang	
610402	秦都区	610400	秦都	3	029	712000	Qindu	
610403	杨陵区	610400	杨陵	3	029	712100	Yangling	
610404	渭城区	610400	渭城	3	029	712000	Weicheng	
610422	三原县	610400	三原	3	029	713800	Sanyuan	
610423	泾阳县	610400	泾阳	3	029	713700	Jingyang	
610424	乾县	610400	乾县	3	029	713300	Qianxian	
610425	礼泉县	610400	礼泉	3	029	713200	Liquan	
610426	永寿县	610400	永寿	3	029	713400	Yongshou	
610427	彬县	610400	彬县	3	029	713500	Binxian	
610428	长武县	610400	长武	3	029	713600	Changwu	
610429	旬邑县	610400	旬邑	3	029	711300	Xunyi	
610430	淳化县	610400	淳化	3	029	711200	Chunhua	
610431	武功县	610400	武功	3	029	712200	Wugong	
610481	兴平市	610400	兴平	3	029	713100	Xingping	
610500	渭南市	610000	渭南	2	0913	714000	Weinan	
610502	临渭区	610500	临渭	3	0913	714000	Linwei	
610521	华县	610500	华县	3	0913	714100	Huaxian	
610522	潼关县	610500	潼关	3	0913	714300	Tongguan	
610523	大荔县	610500	大荔	3	0913	715100	Dali	
610524	合阳县	610500	合阳	3	0913	715300	Heyang	
610525	澄城县	610500	澄城	3	0913	715200	Chengcheng	
610526	蒲城县	610500	蒲城	3	0913	715500	Pucheng	
610527	白水县	610500	白水	3	0913	715600	Baishui	
610528	富平县	610500	富平	3	0913	711700	Fuping	
610581	韩城市	610500	韩城	3	0913	715400	Hancheng	
610582	华阴市	610500	华阴	3	0913	714200	Huayin	
610600	延安市	610000	延安	2	0911	716000	Yan'an	
610602	宝塔区	610600	宝塔	3	0911	716000	Baota	
610621	延长县	610600	延长	3	0911	717100	Yanchang	
610622	延川县	610600	延川	3	0911	717200	Yanchuan	
610623	子长县	610600	子长	3	0911	717300	Zichang	
610624	安塞县	610600	安塞	3	0911	717400	Ansai	
610625	志丹县	610600	志丹	3	0911	717500	Zhidan	
610626	吴起县	610600	吴起	3	0911	717600	Wuqi	
610627	甘泉县	610600	甘泉	3	0911	716100	Ganquan	
610628	富县	610600	富县	3	0911	727500	Fuxian	
610629	洛川县	610600	洛川	3	0911	727400	Luochuan	
610630	宜川县	610600	宜川	3	0911	716200	Yichuan	
610631	黄龙县	610600	黄龙	3	0911	715700	Huanglong	
610632	黄陵县	610600	黄陵	3	0911	727300	Huangling	
610700	汉中市	610000	汉中	2	0916	723000	Hanzhong	
610702	汉台区	610700	汉台	3	0916	723000	Hantai	
610721	南郑县	610700	南郑	3	0916	723100	Nanzheng	
610722	城固县	610700	城固	3	0916	723200	Chenggu	
610723	洋县	610700	洋县	3	0916	723300	Yangxian	
610724	西乡县	610700	西乡	3	0916	723500	Xixiang	
610725	勉县	610700	勉县	3	0916	724200	Mianxian	
610726	宁强县	610700	宁强	3	0916	724400	Ningqiang	
610727	略阳县	610700	略阳	3	0916	724300	Lueyang	
610728	镇巴县	610700	镇巴	3	0916	723600	Zhenba	
610729	留坝县	610700	留坝	3	0916	724100	Liuba	
610730	佛坪县	610700	佛坪	3	0916	723400	Foping	
610800	榆林市	610000	榆林	2	0912	719000	Yulin	
610802	榆阳区	610800	榆阳	3	0912	719000	Yuyang	
610821	神木县	610800	神木	3	0912	719300	Shenmu	
610822	府谷县	610800	府谷	3	0912	719400	Fugu	
610823	横山县	610800	横山	3	0912	719100	Hengshan	
610824	靖边县	610800	靖边	3	0912	718500	Jingbian	
610825	定边县	610800	定边	3	0912	718600	Dingbian	
610826	绥德县	610800	绥德	3	0912	718000	Suide	
610827	米脂县	610800	米脂	3	0912	718100	Mizhi	
610828	佳县	610800	佳县	3	0912	719200	Jiaxian	
610829	吴堡县	610800	吴堡	3	0912	718200	Wubu	
610830	清涧县	610800	清涧	3	0912	718300	Qingjian	
610831	子洲县	610800	子洲	3	0912	718400	Zizhou	
610900	安康市	610000	安康	2	0915	725000	Ankang	
610902	汉滨区	610900	汉滨	3	0915	725000	Hanbin	
610921	汉阴县	610900	汉阴	3	0915	725100	Hanyin	
610922	石泉县	610900	石泉	3	0915	725200	Shiquan	
610923	宁陕县	610900	宁陕	3	0915	711600	Ningshan	
610924	紫阳县	610900	紫阳	3	0915	725300	Ziyang	
610925	岚皋县	610900	岚皋	3	0915	725400	Langao	
610926	平利县	610900	平利	3	0915	725500	Pingli	
610927	镇坪县	610900	镇坪	3	0915	725600	Zhenping	
610928	旬阳县	610900	旬阳	3	0915	725700	Xunyang	
610929	白河县	610900	白河	3	0915	725800	Baihe	
611000	商洛市	610000	商洛	2	0914	726000	Shangluo	
611002	商州区	611000	商州	3	0914	726000	Shangzhou	
611021	洛南县	611000	洛南	3	0914	726100	Luonan	
611022	丹凤县	611000	丹凤	3	0914	726200	Danfeng	
611023	商南县	611000	商南	3	0914	726300	Shangnan	
611024	山阳县	611000	山阳	3	0914	726400	Shanyang	
611025	镇安县	611000	镇安	3	0914	711500	Zhen'an	
611026	柞水县	611000	柞水	3	0914	711400	Zhashui	
611100	西咸新区	610000	西咸	2	029	712000	Xixian	
611101	空港新城	611100	空港	3	0374	461000	Konggang	
611102	沣东新城	611100	沣东	3	029	710000	Fengdong	
611103	秦汉新城	611100	秦汉	3	029	712000	Qinhan	
611104	沣西新城	611100	沣西	3	029	710000	Fengxi	
611105	泾河新城	611100	泾河	3	029	713700	Jinghe	
620000	甘肃省	100000	甘肃	1		Gansu	
620100	兰州市	620000	兰州	2	0931	730030	Lanzhou	
620102	城关区	620100	城关	3	0931	730030	Chengguan	
620103	七里河区	620100	七里河	3	0931	730050	Qilihe	
620104	西固区	620100	西固	3	0931	730060	Xigu	
620105	安宁区	620100	安宁	3	0931	730070	Anning	
620111	红古区	620100	红古	3	0931	730084	Honggu	
620121	永登县	620100	永登	3	0931	730300	Yongdeng	
620122	皋兰县	620100	皋兰	3	0931	730200	Gaolan	
620123	榆中县	620100	榆中	3	0931	730100	Yuzhong	
620200	嘉峪关市	620000	嘉峪关	2	0937	735100	Jiayuguan	
620201	雄关区	620200	雄关	3	0937	735100	Xiongguan	
620202	长城区	620200	长城	3	0937	735106	Changcheng	
620203	镜铁区	620200	镜铁	3	0937	735100	Jingtie	
620300	金昌市	620000	金昌	2	0935	737100	Jinchang	
620302	金川区	620300	金川	3	0935	737100	Jinchuan	
620321	永昌县	620300	永昌	3	0935	737200	Yongchang	
620400	白银市	620000	白银	2	0943	730900	Baiyin	
620402	白银区	620400	白银	3	0943	730900	Baiyin	
620403	平川区	620400	平川	3	0943	730913	Pingchuan	
620421	靖远县	620400	靖远	3	0943	730600	Jingyuan	
620422	会宁县	620400	会宁	3	0943	730700	Huining	
620423	景泰县	620400	景泰	3	0943	730400	Jingtai	
620500	天水市	620000	天水	2	0938	741000	Tianshui	
620502	秦州区	620500	秦州	3	0938	741000	Qinzhou	
620503	麦积区	620500	麦积	3	0938	741020	Maiji	
620521	清水县	620500	清水	3	0938	741400	Qingshui	
620522	秦安县	620500	秦安	3	0938	741600	Qin'an	
620523	甘谷县	620500	甘谷	3	0938	741200	Gangu	
620524	武山县	620500	武山	3	0938	741300	Wushan	
620525	张家川回族自治县	620500	张家川	3	0938	741500	Zhangjiachuan	
620600	武威市	620000	武威	2	0935	733000	Wuwei	
620602	凉州区	620600	凉州	3	0935	733000	Liangzhou	
620621	民勤县	620600	民勤	3	0935	733300	Minqin	
620622	古浪县	620600	古浪	3	0935	733100	Gulang	
620623	天祝藏族自治县	620600	天祝	3	0935	733200	Tianzhu	
620700	张掖市	620000	张掖	2	0936	734000	Zhangye	
620702	甘州区	620700	甘州	3	0936	734000	Ganzhou	
620721	肃南裕固族自治县	620700	肃南	3	0936	734400	Sunan	
620722	民乐县	620700	民乐	3	0936	734500	Minle	
620723	临泽县	620700	临泽	3	0936	734200	Linze	
620724	高台县	620700	高台	3	0936	734300	Gaotai	
620725	山丹县	620700	山丹	3	0936	734100	Shandan	
620800	平凉市	620000	平凉	2	0933	744000	Pingliang	
620802	崆峒区	620800	崆峒	3	0933	744000	Kongtong	
620821	泾川县	620800	泾川	3	0933	744300	Jingchuan	
620822	灵台县	620800	灵台	3	0933	744400	Lingtai	
620823	崇信县	620800	崇信	3	0933	744200	Chongxin	
620824	华亭县	620800	华亭	3	0933	744100	Huating	
620825	庄浪县	620800	庄浪	3	0933	744600	Zhuanglang	
620826	静宁县	620800	静宁	3	0933	743400	Jingning	
620900	酒泉市	620000	酒泉	2	0937	735000	Jiuquan	
620902	肃州区	620900	肃州	3	0937	735000	Suzhou	
620921	金塔县	620900	金塔	3	0937	735300	Jinta	
620922	瓜州县	620900	瓜州	3	0937	736100	Guazhou	
620923	肃北蒙古族自治县	620900	肃北	3	0937	736300	Subei	
620924	阿克塞哈萨克族自治县	620900	阿克塞	3	0937	736400	Akesai	
620981	玉门市	620900	玉门	3	0937	735200	Yumen	
620982	敦煌市	620900	敦煌	3	0937	736200	Dunhuang	
621000	庆阳市	620000	庆阳	2	0934	745000	Qingyang	
621002	西峰区	621000	西峰	3	0934	745000	Xifeng	
621021	庆城县	621000	庆城	3	0934	745100	Qingcheng	
621022	环县	621000	环县	3	0934	745700	Huanxian	
621023	华池县	621000	华池	3	0934	745600	Huachi	
621024	合水县	621000	合水	3	0934	745400	Heshui	
621025	正宁县	621000	正宁	3	0934	745300	Zhengning	
621026	宁县	621000	宁县	3	0934	745200	Ningxian	
621027	镇原县	621000	镇原	3	0934	744500	Zhenyuan	
621100	定西市	620000	定西	2	0932	743000	Dingxi	
621102	安定区	621100	安定	3	0932	743000	Anding	
621121	通渭县	621100	通渭	3	0932	743300	Tongwei	
621122	陇西县	621100	陇西	3	0932	748100	Longxi	
621123	渭源县	621100	渭源	3	0932	748200	Weiyuan	
621124	临洮县	621100	临洮	3	0932	730500	Lintao	
621125	漳县	621100	漳县	3	0932	748300	Zhangxian	
621126	岷县	621100	岷县	3	0932	748400	Minxian	
621200	陇南市	620000	陇南	2	0939	746000	Longnan	
621202	武都区	621200	武都	3	0939	746000	Wudu	
621221	成县	621200	成县	3	0939	742500	Chengxian	
621222	文县	621200	文县	3	0939	746400	Wenxian	
621223	宕昌县	621200	宕昌	3	0939	748500	Dangchang	
621224	康县	621200	康县	3	0939	746500	Kangxian	
621225	西和县	621200	西和	3	0939	742100	Xihe	
621226	礼县	621200	礼县	3	0939	742200	Lixian	
621227	徽县	621200	徽县	3	0939	742300	Huixian	
621228	两当县	621200	两当	3	0939	742400	Liangdang	
622900	临夏回族自治州	620000	临夏	2	0930	731100	Linxia	
622901	临夏市	622900	临夏	3	0930	731100	Linxia	
622921	临夏县	622900	临夏	3	0930	731800	Linxia	
622922	康乐县	622900	康乐	3	0930	731500	Kangle	
622923	永靖县	622900	永靖	3	0930	731600	Yongjing	
622924	广河县	622900	广河	3	0930	731300	Guanghe	
622925	和政县	622900	和政	3	0930	731200	Hezheng	
622926	东乡族自治县	622900	东乡族	3	0930	731400	Dongxiangzu	
622927	积石山保安族东乡	622900	积石山	3	0930	731700	Jishishan	
623000	甘南藏族自治州	620000	甘南	2	0941	747000	Gannan	
623001	合作市	623000	合作	3	0941	747000	Hezuo	
623021	临潭县	623000	临潭	3	0941	747500	Lintan	
623022	卓尼县	623000	卓尼	3	0941	747600	Zhuoni	
623023	舟曲县	623000	舟曲	3	0941	746300	Zhouqu	
623024	迭部县	623000	迭部	3	0941	747400	Diebu	
623025	玛曲县	623000	玛曲	3	0941	747300	Maqu	
623026	碌曲县	623000	碌曲	3	0941	747200	Luqu	
623027	夏河县	623000	夏河	3	0941	747100	Xiahe	
630000	青海省	100000	青海	1		Qinghai	
630100	西宁市	630000	西宁	2	0971	810000	Xining	
630102	城东区	630100	城东	3	0971	810007	Chengdong	
630103	城中区	630100	城中	3	0971	810000	Chengzhong	
630104	城西区	630100	城西	3	0971	810001	Chengxi	
630105	城北区	630100	城北	3	0971	810003	Chengbei	
630121	大通回族土族自治县	630100	大通	3	0971	810100	Datong	
630122	湟中县	630100	湟中	3	0971	811600	Huangzhong	
630123	湟源县	630100	湟源	3	0971	812100	Huangyuan	
630200	海东市	630000	海东	2	0972	810700	Haidong	
630202	乐都区	630200	乐都	3	0972	810700	Ledu	
630221	平安县	630200	平安	3	0972	810600	Ping'an	
630222	民和回族土族自治县	630200	民和	3	0972	810800	Minhe	
630223	互助土族自治县	630200	互助	3	0972	810500	Huzhu	
630224	化隆回族自治县	630200	化隆	3	0972	810900	Hualong	
630225	循化撒拉族自治县	630200	循化	3	0972	811100	Xunhua	
632200	海北藏族自治州	630000	海北	2	0970	812200	Haibei	
632221	门源回族自治县	632200	门源	3	0970	810300	Menyuan	
632222	祁连县	632200	祁连	3	0970	810400	Qilian	
632223	海晏县	632200	海晏	3	0970	812200	Haiyan	
632224	刚察县	632200	刚察	3	0970	812300	Gangcha	
632300	黄南藏族自治州	630000	黄南	2	0973	811300	Huangnan	
632321	同仁县	632300	同仁	3	0973	811300	Tongren	
632322	尖扎县	632300	尖扎	3	0973	811200	Jianzha	
632323	泽库县	632300	泽库	3	0973	811400	Zeku	
632324	河南蒙古族自治县	632300	河南	3	0973	811500	Henan	
632500	海南藏族自治州	630000	海南	2	0974	813000	Hainan	
632521	共和县	632500	共和	3	0974	813000	Gonghe	
632522	同德县	632500	同德	3	0974	813200	Tongde	
632523	贵德县	632500	贵德	3	0974	811700	Guide	
632524	兴海县	632500	兴海	3	0974	813300	Xinghai	
632525	贵南县	632500	贵南	3	0974	813100	Guinan	
632600	果洛藏族自治州	630000	果洛	2	0975	814000	Golog	
632621	玛沁县	632600	玛沁	3	0975	814000	Maqin	
632622	班玛县	632600	班玛	3	0975	814300	Banma	
632623	甘德县	632600	甘德	3	0975	814100	Gande	
632624	达日县	632600	达日	3	0975	814200	Dari	
632625	久治县	632600	久治	3	0975	624700	Jiuzhi	
632626	玛多县	632600	玛多	3	0975	813500	Maduo	
632700	玉树藏族自治州	630000	玉树	2	0976	815000	Yushu	
632701	玉树市	632700	玉树	3	0976	815000	Yushu	
632722	杂多县	632700	杂多	3	0976	815300	Zaduo	
632723	称多县	632700	称多	3	0976	815100	Chenduo	
632724	治多县	632700	治多	3	0976	815400	Zhiduo	
632725	囊谦县	632700	囊谦	3	0976	815200	Nangqian	
632726	曲麻莱县	632700	曲麻莱	3	0976	815500	Qumalai	
632800	海西蒙古族藏族自治州	630000	海西	2	0977	817000	Haixi	
632801	格尔木市	632800	格尔木	3	0977	816000	Geermu	
632802	德令哈市	632800	德令哈	3	0977	817000	Delingha	
632821	乌兰县	632800	乌兰	3	0977	817100	Wulan	
632822	都兰县	632800	都兰	3	0977	816100	Dulan	
632823	天峻县	632800	天峻	3	0977	817200	Tianjun	
640000	宁夏回族自治区	100000	宁夏	1		Ningxia	
640100	银川市	640000	银川	2	0951	750004	Yinchuan	
640104	兴庆区	640100	兴庆	3	0951	750001	Xingqing	
640105	西夏区	640100	西夏	3	0951	750021	Xixia	
640106	金凤区	640100	金凤	3	0951	750011	Jinfeng	
640121	永宁县	640100	永宁	3	0951	750100	Yongning	
640122	贺兰县	640100	贺兰	3	0951	750200	Helan	
640181	灵武市	640100	灵武	3	0951	750004	Lingwu	
640200	石嘴山市	640000	石嘴山	2	0952	753000	Shizuishan	
640202	大武口区	640200	大武口	3	0952	753000	Dawukou	
640205	惠农区	640200	惠农	3	0952	753600	Huinong	
640221	平罗县	640200	平罗	3	0952	753400	Pingluo	
640300	吴忠市	640000	吴忠	2	0953	751100	Wuzhong	
640302	利通区	640300	利通	3	0953	751100	Litong	
640303	红寺堡区	640300	红寺堡	3	0953	751900	Hongsibao	
640323	盐池县	640300	盐池	3	0953	751500	Yanchi	
640324	同心县	640300	同心	3	0953	751300	Tongxin	
640381	青铜峡市	640300	青铜峡	3	0953	751600	Qingtongxia	
640400	固原市	640000	固原	2	0954	756000	Guyuan	
640402	原州区	640400	原州	3	0954	756000	Yuanzhou	
640422	西吉县	640400	西吉	3	0954	756200	Xiji	
640423	隆德县	640400	隆德	3	0954	756300	Longde	
640424	泾源县	640400	泾源	3	0954	756400	Jingyuan	
640425	彭阳县	640400	彭阳	3	0954	756500	Pengyang	
640500	中卫市	640000	中卫	2	0955	751700	Zhongwei	
640502	沙坡头区	640500	沙坡头	3	0955	755000	Shapotou	
640521	中宁县	640500	中宁	3	0955	751200	Zhongning	
640522	海原县	640500	海原	3	0955	751800	Haiyuan	
650000	新疆维吾尔自治区	100000	新疆	1		Xinjiang	
650100	乌鲁木齐市	650000	乌鲁木齐	2	0991	830002	Urumqi	
650102	天山区	650100	天山	3	0991	830002	Tianshan	
650103	沙依巴克区	650100	沙依巴克	3	0991	830000	Shayibake	
650104	新市区	650100	新市	3	0991	830011	Xinshi	
650105	水磨沟区	650100	水磨沟	3	0991	830017	Shuimogou	
650106	头屯河区	650100	头屯河	3	0991	830022	Toutunhe	
650107	达坂城区	650100	达坂城	3	0991	830039	Dabancheng	
650109	米东区	650100	米东	3	0991	830019	Midong	
650121	乌鲁木齐县	650100	乌鲁木齐	3	0991	830063	Wulumuqi	
650200	克拉玛依市	650000	克拉玛依	2	0990	834000	Karamay	
650202	独山子区	650200	独山子	3	0992	834021	Dushanzi	
650203	克拉玛依区	650200	克拉玛依	3	0990	834000	Kelamayi	
650204	白碱滩区	650200	白碱滩	3	0990	834008	Baijiantan	
650205	乌尔禾区	650200	乌尔禾	3	0990	834012	Wuerhe	
652100	吐鲁番地区	650000	吐鲁番	2	0995	838000	Turpan	
652101	吐鲁番市	652100	吐鲁番	3	0995	838000	Tulufan	
652122	鄯善县	652100	鄯善	3	0995	838200	Shanshan	
652123	托克逊县	652100	托克逊	3	0995	838100	Tuokexun	
652200	哈密地区	650000	哈密	2	0902	839000	Hami	
652201	哈密市	652200	哈密	3	0902	839000	Hami	
652222	巴里坤哈萨克自治县	652200	巴里坤	3	0902	839200	Balikun	
652223	伊吾县	652200	伊吾	3	0902	839300	Yiwu	
652300	昌吉回族自治州	650000	昌吉	2	0994	831100	Changji	
652301	昌吉市	652300	昌吉	3	0994	831100	Changji	
652302	阜康市	652300	阜康	3	0994	831500	Fukang	
652323	呼图壁县	652300	呼图壁	3	0994	831200	Hutubi	
652324	玛纳斯县	652300	玛纳斯	3	0994	832200	Manasi	
652325	奇台县	652300	奇台	3	0994	831800	Qitai	
652327	吉木萨尔县	652300	吉木萨尔	3	0994	831700	Jimusaer	
652328	木垒哈萨克自治县	652300	木垒	3	0994	831900	Mulei	
652700	博尔塔拉蒙古自治州	650000	博尔塔拉	2	0909	833400	Bortala	
652701	博乐市	652700	博乐	3	0909	833400	Bole	
652702	阿拉山口市	652700	阿拉山口	3	0909	833400	Alashankou	
652722	精河县	652700	精河	3	0909	833300	Jinghe	
652723	温泉县	652700	温泉	3	0909	833500	Wenquan	
652800	巴音郭楞蒙古自治州	650000	巴音郭楞	2	0996	841000	Bayingol	
652801	库尔勒市	652800	库尔勒	3	0996	841000	Kuerle	
652822	轮台县	652800	轮台	3	0996	841600	Luntai	
652823	尉犁县	652800	尉犁	3	0996	841500	Yuli	
652824	若羌县	652800	若羌	3	0996	841800	Ruoqiang	
652825	且末县	652800	且末	3	0996	841900	Qiemo	
652826	焉耆回族自治县	652800	焉耆	3	0996	841100	Yanqi	
652827	和静县	652800	和静	3	0996	841300	Hejing	
652828	和硕县	652800	和硕	3	0996	841200	Heshuo	
652829	博湖县	652800	博湖	3	0996	841400	Bohu	
652900	阿克苏地区	650000	阿克苏	2	0997	843000	Aksu	
